time,place,status,tsunami,significance,data_type,magnitudo,state,longitude,latitude,depth,date
631262613480,"7 km W of Middletown, California",reviewed,0,40,earthquake,1.62, California,-122.706,38.7418333,8.05,1990-01-02 06:43:33.480000+00:00
631263715450,"8 km ENE of Mammoth Lakes, California",reviewed,0,29,earthquake,1.37, California,-118.8763333,37.673,2.536,1990-01-02 07:01:55.450000+00:00
631263718280,"8 km ENE of Mammoth Lakes, California",reviewed,0,14,earthquake,0.95, California,-118.8765,37.6721667,4.256,1990-01-02 07:01:58.280000+00:00
631263767400,"48 km N of Isangel, Vanuatu",reviewed,0,340,earthquake,4.7, Vanuatu,169.323,-19.109,242.5,1990-01-02 07:02:47.400000+00:00
631263871100,"7 km WSW of Cobb, California",reviewed,0,57,earthquake,1.93, California,-122.8115,38.8045,2.16,1990-01-02 07:04:31.100000+00:00
631263874250,"7 km WSW of Cobb, California",reviewed,0,41,earthquake,1.63, California,-122.8111667,38.8053333,1.87,1990-01-02 07:04:34.250000+00:00
631263990820,"4 km SE of Arette, France",reviewed,0,15,earthquake,1.0, France,-0.674,43.067,10.0,1990-01-02 07:06:30.820000+00:00
631264075720,"3 km NNE of Lexington Hills, California",reviewed,0,12,earthquake,0.89, California,-121.9566667,37.1916667,1.788,1990-01-02 07:07:55.720000+00:00
631265775820,"30 km E of Lata, Solomon Islands",reviewed,0,340,earthquake,4.7, Solomon Islands,166.073,-10.718,139.7,1990-01-02 07:36:15.820000+00:00
631266545110,"2 km NE of Lexington Hills, California",reviewed,0,54,earthquake,1.87, California,-121.9516667,37.1826667,5.182,1990-01-02 07:49:05.110000+00:00
631267079370,"12 km ENE of Cloverdale, California",reviewed,0,28,earthquake,1.36, California,-122.8743333,38.838,1.132,1990-01-02 07:57:59.370000+00:00
631267271440,"7 km ENE of Day Valley, California",reviewed,0,104,earthquake,2.6, California,-121.7916667,37.0673333,7.586,1990-01-02 08:01:11.440000+00:00
631267363480,"6 km ENE of Day Valley, California",reviewed,0,6,earthquake,0.64, California,-121.7978333,37.0618333,5.585,1990-01-02 08:02:43.480000+00:00
631267401500,"7 km W of Cobb, California",reviewed,0,12,earthquake,0.89, California,-122.8111667,38.8206667,3.09,1990-01-02 08:03:21.500000+00:00
631267604920,"6 km ENE of Day Valley, California",reviewed,0,11,earthquake,0.86, California,-121.797,37.0655,7.376,1990-01-02 08:06:44.920000+00:00
631268297900,"3km W of Cabazon, CA",reviewed,0,81,earthquake,2.3,California,-116.815,33.92,7.741,1990-01-02 08:18:17.900000+00:00
631268576570,"198 km N of Madang, Papua New Guinea",reviewed,0,400,earthquake,5.1, Papua New Guinea,145.947,-3.433,33.0,1990-01-02 08:22:56.570000+00:00
631270870450,"7 km ENE of Day Valley, California",reviewed,0,78,earthquake,2.25, California,-121.7923333,37.0656667,7.816,1990-01-02 09:01:10.450000+00:00
631270987540,"6 km ENE of Day Valley, California",reviewed,0,10,earthquake,0.79, California,-121.7961667,37.0635,7.506,1990-01-02 09:03:07.540000+00:00
631271366430,"4 km S of Lexington Hills, California",reviewed,0,31,earthquake,1.42, California,-121.9731667,37.1283333,13.253,1990-01-02 09:09:26.430000+00:00
631271367030,"11 km E of Mammoth Lakes, California",reviewed,0,3,earthquake,0.47, California,-118.8448333,37.6675,3.236,1990-01-02 09:09:27.030000+00:00
631271594880,"6 km ENE of Day Valley, California",reviewed,0,21,earthquake,1.16, California,-121.794,37.0668333,7.226,1990-01-02 09:13:14.880000+00:00
631272545560,"8 km SE of Mineral, Washington",reviewed,0,39,earthquake,1.6, Washington,-122.112,46.6588333,16.737,1990-01-02 09:29:05.560000+00:00
631272755470,"5 km W of Cobb, California",reviewed,0,12,earthquake,0.89, California,-122.7891667,38.8226667,1.16,1990-01-02 09:32:35.470000+00:00
631273853190,"11km SSW of Idyllwild, CA",reviewed,0,204,earthquake,3.64,California,-116.77,33.653,12.5,1990-01-02 09:50:53.190000+00:00
631274371890,"5 km SSW of Gilroy, California",reviewed,0,20,earthquake,1.14, California,-121.5893333,36.9638333,1.997,1990-01-02 09:59:31.890000+00:00
631274615470,"6 km W of Cobb, California",reviewed,0,2,earthquake,0.4, California,-122.803,38.8205,4.049,1990-01-02 10:03:35.470000+00:00
631274684600,"12 km SE of Mammoth Lakes, California",reviewed,0,17,earthquake,1.04, California,-118.8676667,37.5765,4.908,1990-01-02 10:04:44.600000+00:00
631275113780,"7 km W of Cobb, California",reviewed,0,2,earthquake,0.4, California,-122.8056667,38.8183333,4.009,1990-01-02 10:11:53.780000+00:00
631275824070,"11km SSW of Idyllwild, CA",reviewed,0,49,earthquake,1.79,California,-116.772,33.654,11.67,1990-01-02 10:23:44.070000+00:00
631277457600,"4 km E of Woodland, Washington",reviewed,0,12,earthquake,0.9, Washington,-122.6841667,45.9078333,11.435,1990-01-02 10:50:57.600000+00:00
631278322470,"14km SE of Olancha, CA",reviewed,0,30,earthquake,1.39,California,-117.891,36.198,2.54,1990-01-02 11:05:22.470000+00:00
631278603280,"5 km NNE of Tres Pinos, California",reviewed,0,5,earthquake,0.55, California,-121.2915,36.8328333,5.541,1990-01-02 11:10:03.280000+00:00
631279213210,"6 km SW of Volcano, Hawaii",reviewed,0,31,earthquake,1.42, Hawaii,-155.2708333,19.4011667,13.644,1990-01-02 11:20:13.210000+00:00
631279284000,"8 km NE of San Juan Bautista, California",reviewed,0,9,earthquake,0.75, California,-121.4788333,36.901,2.485,1990-01-02 11:21:24+00:00
631280374920,"8 km N of Day Valley, California",reviewed,0,46,earthquake,1.72, California,-121.859,37.1086667,4.441,1990-01-02 11:39:34.920000+00:00
631280508380,"69 km NNE of Petersville, Alaska",reviewed,0,138,earthquake,3.0, Alaska,-150.4555,63.1017,112.2,1990-01-02 11:41:48.380000+00:00
631281461560,"20km E of Kernville, CA",reviewed,0,40,earthquake,1.61,California,-118.209,35.736,3.688,1990-01-02 11:57:41.560000+00:00
631281796840,"7 km W of Cobb, California",reviewed,0,12,earthquake,0.89, California,-122.8081667,38.822,1.214,1990-01-02 12:03:16.840000+00:00
631282366620,"2 km SSW of Leilani Estates, Hawaii",reviewed,0,58,earthquake,1.95, Hawaii,-154.9316667,19.4475,5.583,1990-01-02 12:12:46.620000+00:00
631282427420,"40 km N of Valdez, Alaska",reviewed,0,104,earthquake,2.6, Alaska,-146.3215,61.4942,28.4,1990-01-02 12:13:47.420000+00:00
631282988990,"38 km NNE of Amboy, Washington",reviewed,0,1,earthquake,0.3, Washington,-122.1808333,46.2005,5.216,1990-01-02 12:23:08.990000+00:00
631283566070,"38 km NNE of Amboy, Washington",reviewed,0,22,earthquake,1.2, Washington,-122.1848333,46.1996667,-1.691,1990-01-02 12:32:46.070000+00:00
631284872390,"34 km SE of Skwentna, Alaska",reviewed,0,74,earthquake,2.2, Alaska,-150.8655,61.8087,51.8,1990-01-02 12:54:32.390000+00:00
631285262080,"4 km NNE of Amesti, California",reviewed,0,28,earthquake,1.34, California,-121.7568333,36.9973333,13.077,1990-01-02 13:01:02.080000+00:00
631287802210,"43km WSW of Carlsbad, CA",reviewed,0,94,earthquake,2.47,California,-117.774,33.014,5.806,1990-01-02 13:43:22.210000+00:00
631287964600,"6 km W of Cobb, California",reviewed,0,42,earthquake,1.66, California,-122.8013333,38.8215,3.301,1990-01-02 13:46:04.600000+00:00
631288243760,"15 km NNE of Ansó, Spain",reviewed,0,22,earthquake,1.2, Spain,-0.771,42.888,10.0,1990-01-02 13:50:43.760000+00:00
631288817640,"6 km W of Cobb, California",reviewed,0,43,earthquake,1.67, California,-122.8011667,38.8203333,2.73,1990-01-02 14:00:17.640000+00:00
631289684140,"4 km SE of Alpine Village, California",reviewed,0,103,earthquake,2.59, California,-119.7841667,38.7451667,2.939,1990-01-02 14:14:44.140000+00:00
631289943710,"5 km SW of Cobb, California",reviewed,0,38,earthquake,1.58, California,-122.7661667,38.7893333,-0.189,1990-01-02 14:19:03.710000+00:00
631290115860,"14 km SSE of Volcano, Hawaii",reviewed,0,29,earthquake,1.37, Hawaii,-155.1975,19.3206667,8.138,1990-01-02 14:21:55.860000+00:00
631290156540,"2 km W of Wilkeson, Washington",reviewed,0,74,earthquake,2.2, Washington,-122.0786667,47.107,9.442,1990-01-02 14:22:36.540000+00:00
631290738960,"11 km E of Mammoth Lakes, California",reviewed,0,7,earthquake,0.68, California,-118.844,37.6628333,4.446,1990-01-02 14:32:18.960000+00:00
631292046880,"2 km W of Wilkeson, Washington",reviewed,0,112,earthquake,2.7, Washington,-122.0775,47.1045,8.862,1990-01-02 14:54:06.880000+00:00
631292919260,"3 km NE of Lexington Hills, California",reviewed,0,25,earthquake,1.28, California,-121.952,37.1861667,5.472,1990-01-02 15:08:39.260000+00:00
631293630230,Philippine Islands region,reviewed,0,298,earthquake,4.4,Philippine Islands region,127.305,7.991,68.9,1990-01-02 15:20:30.230000+00:00
631293723120,"7 km NE of Interlaken, California",reviewed,0,12,earthquake,0.87, California,-121.6726667,36.9933333,4.153,1990-01-02 15:22:03.120000+00:00
631293725080,"14km ESE of Lone Pine, CA",reviewed,0,79,earthquake,2.26,California,-117.923,36.56,4.447,1990-01-02 15:22:05.080000+00:00
631294456920,"Ceram Sea, Indonesia",reviewed,0,340,earthquake,4.7, Indonesia,128.687,-2.849,33.0,1990-01-02 15:34:16.920000+00:00
631295981530,"4 km SSE of Loyola, California",reviewed,0,10,quarry blast,0.79, California,-122.0893333,37.3073333,-0.337,1990-01-02 15:59:41.530000+00:00
631296469510,"20km W of Progreso, B.C., MX",reviewed,0,35,earthquake,1.5, B.C.,-115.799,32.569,3.025,1990-01-02 16:07:49.510000+00:00
631296471020,"2 km SSW of Hollister, California",reviewed,0,41,earthquake,1.63, California,-121.4076667,36.8286667,6.982,1990-01-02 16:07:51.020000+00:00
631296530950,"2 km SSW of Hollister, California",reviewed,0,35,earthquake,1.51, California,-121.4098333,36.831,7.748,1990-01-02 16:08:50.950000+00:00
631296994100,"19km SSE of Solvang, CA",reviewed,0,35,earthquake,1.5,California,-120.089,34.429,7.151,1990-01-02 16:16:34.100000+00:00
631297513800,"55 km W of Kailua-Kona, Hawaii",reviewed,0,118,earthquake,2.77, Hawaii,-156.517,19.5463333,25.049,1990-01-02 16:25:13.800000+00:00
631297597730,"40 km ENE of Nemuro, Japan",reviewed,0,326,earthquake,4.6, Japan,146.063,43.42,73.4,1990-01-02 16:26:37.730000+00:00
631298281150,"14 km SSE of Volcano, Hawaii",reviewed,0,31,earthquake,1.43, Hawaii,-155.1848333,19.3203333,5.819,1990-01-02 16:38:01.150000+00:00
631298672670,"6 km NE of Saint-Étienne-de-Tinée, France",reviewed,0,56,earthquake,1.9, France,6.989,44.288,10.0,1990-01-02 16:44:32.670000+00:00
631298912430,"4 km E of Interlaken, California",reviewed,0,28,earthquake,1.34, California,-121.6843333,36.9495,8.284,1990-01-02 16:48:32.430000+00:00
631299521550,"21km S of Fort Irwin, CA",reviewed,0,110,earthquake,2.68,California,-116.664,35.074,5.205,1990-01-02 16:58:41.550000+00:00
631299643760,"9km N of Victorville, CA",reviewed,0,63,quarry blast,2.02,California,-117.3,34.62,-0.974,1990-01-02 17:00:43.760000+00:00
631300010670,"6 km W of Cobb, California",reviewed,0,9,earthquake,0.75, California,-122.8005,38.8168333,1.924,1990-01-02 17:06:50.670000+00:00
631300065940,"4km NW of Borrego Springs, CA",reviewed,0,19,earthquake,1.11,California,-116.406,33.281,3.422,1990-01-02 17:07:45.940000+00:00
631300794360,"10 km E of Mammoth Lakes, California",reviewed,0,43,earthquake,1.68, California,-118.8565,37.6616667,0.206,1990-01-02 17:19:54.360000+00:00
631301587960,"12 km W of Aspen Springs, California",reviewed,0,6,earthquake,0.6, California,-118.8586667,37.5578333,6.45,1990-01-02 17:33:07.960000+00:00
631301594270,"5 km WSW of Cobb, California",reviewed,0,53,earthquake,1.86, California,-122.7798333,38.7948333,0.501,1990-01-02 17:33:14.270000+00:00
631302255430,"12 km ENE of Cloverdale, California",reviewed,0,32,earthquake,1.44, California,-122.8763333,38.8343333,0.082,1990-01-02 17:44:15.430000+00:00
631302325100,"42 km NW of Moapa Town, Nevada",reviewed,0,148,earthquake,3.1, Nevada,-114.921,36.965,5.0,1990-01-02 17:45:25.100000+00:00
631303123400,"14 km E of Seven Trees, California",reviewed,0,8,earthquake,0.71, California,-121.6715,37.2933333,2.85,1990-01-02 17:58:43.400000+00:00
631305790410,"10km WSW of Idyllwild, CA",reviewed,0,96,earthquake,2.5,California,-116.808,33.696,15.49,1990-01-02 18:43:10.410000+00:00
631306219090,"2 km WSW of Gattendorf, Austria",reviewed,0,68,earthquake,2.1, Austria,16.949,48.005,10.0,1990-01-02 18:50:19.090000+00:00
631306353250,"17km WSW of Isla Vista, CA",reviewed,0,129,earthquake,2.9,California,-120.036,34.376,0.317,1990-01-02 18:52:33.250000+00:00
631308422900,"13 km SSE of Volcano, Hawaii",reviewed,0,31,earthquake,1.43, Hawaii,-155.192,19.3228333,6.863,1990-01-02 19:27:02.900000+00:00
631308524810,"6 km SSW of Swall Meadows, California",reviewed,0,21,earthquake,1.16, California,-118.6676667,37.4556667,5.037,1990-01-02 19:28:44.810000+00:00
631308920140,"5 km SSW of Swall Meadows, California",reviewed,0,23,earthquake,1.22, California,-118.6631667,37.4595,4.987,1990-01-02 19:35:20.140000+00:00
631309077170,"16km NNE of Apple Valley, CA",reviewed,0,49,quarry blast,1.79,California,-117.12,34.63,-0.929,1990-01-02 19:37:57.170000+00:00
631309931680,"8 km NE of Morgan Hill, California",reviewed,0,12,earthquake,0.9, California,-121.5773333,37.1741667,0.926,1990-01-02 19:52:11.680000+00:00
631310738320,"8km ENE of Coso Junction, CA",reviewed,0,42,earthquake,1.66,California,-117.858,36.067,-0.15,1990-01-02 20:05:38.320000+00:00
631311444600,"11 km E of Cashiers, North Carolina",reviewed,0,68,earthquake,2.1, North Carolina,-82.969,35.093,5.7,1990-01-02 20:17:24.600000+00:00
631311453420,"18km WSW of Isla Vista, CA",reviewed,0,39,earthquake,1.6,California,-120.055,34.368,0.027,1990-01-02 20:17:33.420000+00:00
631311536660,"5 km SSW of Swall Meadows, California",reviewed,0,27,earthquake,1.32, California,-118.6655,37.4581667,5.977,1990-01-02 20:18:56.660000+00:00
631311692620,"23 km W of Agat Village, Guam",reviewed,0,518,earthquake,5.8, Guam,144.439,13.408,135.8,1990-01-02 20:21:32.620000+00:00
631311787430,"18 km NNE of Mesa, California",reviewed,0,10,earthquake,0.8, California,-118.4418333,37.5603333,6.275,1990-01-02 20:23:07.430000+00:00
631311981020,"3 km N of Mountain Gate, California",reviewed,0,80,quarry blast,2.28, California,-122.328,40.7508333,-0.989,1990-01-02 20:26:21.020000+00:00
631312541790,"7 km ENE of Oxílithos, Greece",reviewed,0,326,earthquake,4.6, Greece,24.194,38.607,10.0,1990-01-02 20:35:41.790000+00:00
631312930250,"11km N of Borrego Springs, CA",reviewed,0,86,earthquake,2.37,California,-116.366,33.358,9.862,1990-01-02 20:42:10.250000+00:00
631312992920,"5 km ENE of Sambuco, Italy",reviewed,0,44,earthquake,1.7, Italy,7.14,44.355,10.0,1990-01-02 20:43:12.920000+00:00
631313467930,"86 km W of Cartagena, Chile",reviewed,0,340,earthquake,4.7, Chile,-72.522,-33.407,10.0,1990-01-02 20:51:07.930000+00:00
631314690490,"7 km ESE of Eatonville, Washington",reviewed,0,10,earthquake,0.8, Washington,-122.1743333,46.841,3.654,1990-01-02 21:11:30.490000+00:00
631314698160,"48 km W of Trinidad, California",reviewed,0,92,earthquake,2.45, California,-124.711,41.1281667,-0.97,1990-01-02 21:11:38.160000+00:00
631314726040,"20 km NE of East Foothills, California",reviewed,0,16,earthquake,1.01, California,-121.6396667,37.4923333,5.579,1990-01-02 21:12:06.040000+00:00
631314989440,"24 km NE of Greenfield, California",reviewed,0,10,earthquake,0.82, California,-121.043,36.4695,6.862,1990-01-02 21:16:29.440000+00:00
631316052140,"32 km SSW of Newell, California",reviewed,0,92,earthquake,2.45, California,-121.5,41.6086667,-0.361,1990-01-02 21:34:12.140000+00:00
631316298610,"137 km NNW of Ambon, Indonesia",reviewed,0,449,earthquake,5.4, Indonesia,127.713,-2.55,34.0,1990-01-02 21:38:18.610000+00:00
631316304650,"103 km WSW of Aykol, China",reviewed,0,369,earthquake,4.9, China,79.002,40.606,10.0,1990-01-02 21:38:24.650000+00:00
631316807240,"55 km S of Mandráki, Greece",reviewed,0,199,earthquake,3.6, Greece,27.21,36.118,5.0,1990-01-02 21:46:47.240000+00:00
631317781470,"4km NNW of Muscoy, CA",reviewed,0,15,earthquake,1.0,California,-117.37,34.188,13.311,1990-01-02 22:03:01.470000+00:00
631318158400,"6 km NNE of Toston, Montana",reviewed,0,211,earthquake,3.7, Montana,-111.397,46.227,0.5,1990-01-02 22:09:18.400000+00:00
631318457810,"8 km E of Mammoth Lakes, California",reviewed,0,12,earthquake,0.88, California,-118.8765,37.6358333,6.876,1990-01-02 22:14:17.810000+00:00
631318706950,"22km NW of Grapevine, CA",reviewed,0,49,earthquake,1.79,California,-119.113,35.077,19.716,1990-01-02 22:18:26.950000+00:00
631319771060,"5 km NNW of Vinadio, Italy",reviewed,0,44,earthquake,1.7, Italy,7.146,44.349,10.0,1990-01-02 22:36:11.060000+00:00
631321072510,"5 km SSW of Campomolino, Italy",reviewed,0,44,earthquake,1.7, Italy,7.187,44.367,10.0,1990-01-02 22:57:52.510000+00:00
631321228150,"22 km NW of Parkfield, California",reviewed,0,54,earthquake,1.87, California,-120.5995,36.0483333,5.931,1990-01-02 23:00:28.150000+00:00
631321433250,"3 km ESE of Day Valley, California",reviewed,0,13,earthquake,0.93, California,-121.8211667,37.0265,13.315,1990-01-02 23:03:53.250000+00:00
631322261550,"6 km WSW of Mammoth Lakes, California",reviewed,0,3,earthquake,0.45, California,-119.044,37.633,2.191,1990-01-02 23:17:41.550000+00:00
631322674080,"27 km NE of Firá, Greece",reviewed,0,298,earthquake,4.4, Greece,25.651,36.596,26.4,1990-01-02 23:24:34.080000+00:00
631322911210,"1 km SSE of Los Altos Hills, California",reviewed,0,28,quarry blast,1.35, California,-122.1305,37.3701667,-0.272,1990-01-02 23:28:31.210000+00:00
631323247140,"15 km ESE of Yosemite Valley, California",reviewed,0,34,earthquake,1.48, California,-119.4163333,37.6786667,3.495,1990-01-02 23:34:07.140000+00:00
631324227220,"6 km ENE of Day Valley, California",reviewed,0,26,earthquake,1.3, California,-121.7951667,37.064,8.934,1990-01-02 23:50:27.220000+00:00
631325164260,"5 km NNE of Day Valley, California",reviewed,0,10,earthquake,0.8, California,-121.8383333,37.0798333,5.461,1990-01-03 00:06:04.260000+00:00
631326063870,"7 km NW of Nevada City, California",reviewed,0,72,earthquake,2.16, California,-121.0868333,39.2985,11.81,1990-01-03 00:21:03.870000+00:00
631326455660,"2 km SSW of Sambuco, Italy",reviewed,0,50,earthquake,1.8, Italy,7.067,44.316,10.0,1990-01-03 00:27:35.660000+00:00
631326807730,"6 km ENE of Day Valley, California",reviewed,0,7,earthquake,0.67, California,-121.7975,37.0618333,8.443,1990-01-03 00:33:27.730000+00:00
631326947654,"40 km NW of Stevens Village, Alaska",reviewed,0,68,earthquake,2.1, Alaska,-149.7009,66.2711,10.0,1990-01-03 00:35:47.654000+00:00
631327427970,"24 km SE of Bobon, Philippines",reviewed,0,340,earthquake,4.7, Philippines,126.477,6.7,106.5,1990-01-03 00:43:47.970000+00:00
631328398990,"9 km WSW of Bear River City, Utah",reviewed,0,12,earthquake,0.9, Utah,-112.235,41.5948333,12.5,1990-01-03 00:59:58.990000+00:00
631328905530,"3 km SW of Cobb, California",reviewed,0,22,earthquake,1.2, California,-122.759,38.8021667,0.401,1990-01-03 01:08:25.530000+00:00
631330342230,"160 km S of Ierápetra, Greece",reviewed,0,234,earthquake,3.9, Greece,25.91,33.575,33.0,1990-01-03 01:32:22.230000+00:00
631330541940,"22 km NE of Soledad, California",reviewed,0,22,earthquake,1.19, California,-121.1881667,36.5886667,3.09,1990-01-03 01:35:41.940000+00:00
631330542710,"5 km W of Cobb, California",reviewed,0,25,earthquake,1.28, California,-122.7911667,38.826,-0.18,1990-01-03 01:35:42.710000+00:00
